Income_Category,Card_Category,Education_Level_Doctorate,Education_Level_Graduate,Education_Level_High School,Education_Level_Post-Graduate,Education_Level_Uneducated,Education_Level_Unknown,Marital_Status_Married,Marital_Status_Single,Marital_Status_Unknown,Customer_Age,Gender,Dependent_count,Months_on_book,Total_Relationship_Count,Transaction_Amount_Change_Q4_Q1,Transaction_Count_Change_Q4_Q1,Avg_Utilization_Ratio,Customer_Tenure_Years,Average_Transaction_Value,Available_Credit_Ratio,Revolving_Balance_Ratio,Contact_Frequency,Inactivity_Ratio,Actual_Churn,Predicted_Churn,Churn_Probability,Churn_Probability_%,Predicted_Status,High_Risk,Risk_Category,High_Value,High_Value_At_Risk
1,0,0,1,0,0,0,0,0,0,0,42,0,2,31,6,0.775,0.54,0.75,2.583333333,58.22077922,0.250405186,0.749594814,0.083333333,0.166666667,0,0,0.07490577,7.49,Retained,0,Lower Risk,0,0
1,0,0,0,1,0,0,0,0,1,0,51,0,3,38,5,0.695,0.822,0,3.166666667,52.20731707,1,0,0.083333333,0.25,0,0,0.061934085,6.19,Retained,0,Lower Risk,0,0
0,0,0,0,0,0,1,0,1,0,0,35,0,1,36,3,0.681,0.364,0,3,32.9,1,0,0.333333333,0.166666667,0,0,0.422020452,42.2,Retained,0,Lower Risk,0,0
2,0,0,0,0,0,0,0,0,0,0,40,1,3,34,3,0.898,0.636,0.06,2.833333333,62.7962963,0.939997966,0.060002034,0.25,0.25,0,0,0.174790092,17.48,Retained,0,Lower Risk,0,0
0,0,0,0,0,0,1,0,0,1,0,43,0,3,32,5,0.494,0.593,0.341,2.666666667,58.3255814,0.658624765,0.341375235,0.083333333,0.083333333,0,0,0.007742904,0.77,Retained,0,Lower Risk,0,0
3,0,0,1,0,0,0,0,0,0,0,38,1,3,24,5,0.661,0.622,0,2,47.93333333,1,0,0.25,0.083333333,0,0,0.148598316,14.86,Retained,0,Lower Risk,0,0
3,0,0,0,0,0,0,1,0,0,1,43,1,3,28,2,0.86,0.812,0.074,2.333333333,144.2413793,0.926297821,0.073702179,0.25,0.083333333,0,0,0.120784443,12.08,Retained,0,Lower Risk,0,0
0,0,0,0,0,0,0,1,0,1,0,50,0,3,43,6,0.611,0.714,0.653,3.583333333,43.1875,0.347115705,0.652884295,0.333333333,0.083333333,0,0,0.02235434,2.24,Retained,0,Lower Risk,0,0
0,0,0,0,0,0,0,1,1,0,0,50,0,2,31,4,0.934,0.667,0,2.583333333,62.32307692,1,0,0.166666667,0.166666667,0,0,0.10605734,10.61,Retained,0,Lower Risk,0,0
1,0,0,0,0,0,0,0,1,0,0,62,0,0,49,6,0.757,1,0,4.083333333,40.03125,1,0,0.166666667,0.083333333,0,0,0.017429531,1.74,Retained,0,Lower Risk,0,0
0,0,0,0,0,0,0,1,0,0,1,36,0,2,28,6,0.668,0.814,0.739,2.333333333,66.43589744,0.261410788,0.738589212,0.166666667,0.083333333,0,0,0.005929989,0.59,Retained,0,Lower Risk,0,0
1,0,0,1,0,0,0,0,0,1,0,38,0,3,36,1,0.767,0.66,0.508,3,62.48717949,0.491557223,0.508442777,0.083333333,0.083333333,0,0,0.003901505,0.39,Retained,0,Lower Risk,0,0
0,0,0,0,0,0,1,0,0,1,0,50,0,4,43,4,0.732,0.756,0.808,3.583333333,59.3164557,0.191534392,0.808465608,0.166666667,0.25,0,0,0.02926448,2.93,Retained,0,Lower Risk,0,0
0,0,0,1,0,0,0,0,0,0,1,52,0,1,42,6,0.745,0.725,0,3.5,46.11363636,1,0,0,0.166666667,0,0,0.016012595,1.6,Retained,0,Lower Risk,0,0
0,0,0,1,0,0,0,0,0,1,0,38,0,2,31,2,1.084,1.417,0.153,2.583333333,50.5862069,0.846592123,0.153407877,0.166666667,0.25,0,0,0.110081029,11.01,Retained,0,Lower Risk,0,0
0,0,0,1,0,0,0,0,0,1,0,39,0,1,26,3,0.712,0.469,0.819,2.166666667,54.87234043,0.181236674,0.818763326,0.083333333,0.25,1,0,0.182375978,18.24,Retained,0,Lower Risk,0,0
0,0,0,0,1,0,0,0,0,0,0,42,0,5,36,5,0.81,0.64,0.623,3,69.12195122,0.377477042,0.622522958,0.25,0.166666667,0,0,0.039222396,3.92,Retained,0,Lower Risk,0,0
3,0,0,1,0,0,0,0,1,0,0,52,1,1,36,4,0.78,0.778,0.016,3,50.90625,0.984094333,0.015905667,0.166666667,0.25,0,0,0.08809083,8.81,Retained,0,Lower Risk,0,0
2,0,0,0,1,0,0,0,1,0,0,50,1,3,35,3,0.568,0.581,0.144,2.916666667,53.80882353,0.85620035,0.14379965,0.166666667,0.25,0,0,0.147434684,14.74,Retained,0,Lower Risk,0,0
0,0,0,0,1,0,0,0,1,0,0,42,0,1,36,5,0.883,1.028,0.731,3,56.42465753,0.268672951,0.731327049,0.25,0.25,0,0,0.031829414,3.18,Retained,0,Lower Risk,0,0
0,0,0,0,0,0,1,0,0,1,0,52,0,1,40,5,0.682,0.81,0.762,3.333333333,48.73684211,0.238158477,0.761841523,0.25,0.083333333,0,0,0.007270119,0.73,Retained,0,Lower Risk,0,0
1,0,0,1,0,0,0,0,1,0,0,46,1,1,27,2,0.919,0.911,0.303,2.25,147.2056075,0.697088223,0.302911777,0.166666667,0.166666667,0,0,0.201555758,20.16,Retained,0,Lower Risk,0,0
4,0,0,1,0,0,0,0,1,0,0,54,1,3,46,3,0.928,0.8,0.025,3.833333333,37.01851852,0.975257851,0.024742149,0.25,0.083333333,0,0,0.134164664,13.42,Retained,0,Lower Risk,0,0
1,0,0,0,1,0,0,0,1,0,0,57,0,0,45,3,1.328,0.8,0.371,3.75,51.26666667,0.629060579,0.370939421,0.166666667,0.166666667,0,0,0.006846466,0.68,Retained,0,Lower Risk,0,0
3,1,0,0,0,0,0,0,0,1,0,60,1,0,53,6,0.791,0.684,0.04,4.416666667,50.953125,0.959786766,0.040213234,0.166666667,0.25,0,0,0.015490124,1.55,Retained,0,Lower Risk,0,0
0,0,0,0,1,0,0,0,1,0,0,60,0,1,47,2,0.857,0.828,0.38,3.916666667,136.1509434,0.620286086,0.379713914,0.083333333,0.25,0,0,0.039684712,3.97,Retained,0,Lower Risk,0,0
0,0,0,0,0,0,0,1,0,1,0,49,0,3,37,2,0.962,0.86,0,3.083333333,115.025,1,0,0.166666667,0.166666667,1,1,0.656752712,65.68,Churn,1,High Risk,0,0
0,0,0,0,0,0,0,0,0,1,0,60,0,2,54,5,0.714,0.732,0.714,4.5,54.04225352,0.286191537,0.713808463,0.166666667,0.25,0,0,0.028938564,2.89,Retained,0,Lower Risk,0,0
0,0,0,0,1,0,0,0,0,1,0,27,0,0,18,6,0.781,0.6,0,1.5,66.025,1,0,0.333333333,0.083333333,1,0,0.11755604,11.76,Retained,0,Lower Risk,0,0
1,0,0,0,0,0,0,0,1,0,0,34,0,3,29,4,0.782,0.75,0,2.416666667,46.28571429,1,0,0.166666667,0.083333333,0,0,0.028240783,2.82,Retained,0,Lower Risk,0,0
0,0,0,1,0,0,0,0,0,1,0,58,0,1,36,5,0.609,0.786,0.54,3,50.62666667,0.460132367,0.539867633,0.083333333,0.083333333,0,0,0.001616283,0.16,Retained,0,Lower Risk,0,0
0,0,0,0,0,0,1,0,0,0,0,48,0,3,44,3,0.779,0.723,0.613,3.666666667,143.0982143,0.387143901,0.612856099,0.083333333,0.166666667,0,0,0.004893915,0.49,Retained,0,Lower Risk,0,0
2,0,0,1,0,0,0,0,1,0,0,40,1,3,29,6,0.729,0.851,0,2.416666667,52.67816092,1,0,0.166666667,0.25,0,0,0.051287524,5.13,Retained,0,Lower Risk,0,0
3,0,0,0,0,0,0,1,1,0,0,55,1,2,46,4,0.475,0.5,0.172,3.833333333,43.18181818,0.827944257,0.172055743,0.083333333,0.083333333,0,0,0.009935476,0.99,Retained,0,Lower Risk,0,0
0,0,0,0,1,0,0,0,1,0,0,45,0,3,39,1,0.83,0.766,0.518,3.25,60.48192771,0.482027393,0.517972607,0.166666667,0.166666667,0,0,0.030694489,3.07,Retained,0,Lower Risk,0,0
3,0,0,0,0,0,1,0,1,0,0,48,1,3,42,4,1.006,0.676,0.167,3.5,57.14516129,0.832836435,0.167163565,0.25,0.25,0,0,0.071617485,7.16,Retained,0,Lower Risk,0,0
2,0,0,1,0,0,0,0,1,0,0,47,1,3,36,2,0.949,1.083,0.059,3,29.2,0.94135296,0.05864704,0.166666667,0.083333333,0,0,0.142927651,14.29,Retained,0,Lower Risk,0,0
0,0,0,1,0,0,0,0,0,0,0,46,0,3,34,4,0.581,0.933,0.07,2.833333333,52.89655172,0.930447126,0.069552874,0.333333333,0.166666667,0,0,0.054495973,5.45,Retained,0,Lower Risk,0,0
1,0,0,0,0,0,0,1,0,0,0,41,1,2,25,4,0.804,0.683,0.511,2.083333333,127.0144928,0.488894085,0.511105915,0.25,0.166666667,1,0,0.113585247,11.36,Retained,0,Lower Risk,0,0
3,0,0,0,0,0,0,1,0,1,0,57,1,2,38,6,0.674,0.636,0.099,3.166666667,36.16666667,0.900904033,0.099095967,0.25,0.083333333,0,0,0.018112782,1.81,Retained,0,Lower Risk,0,0
1,0,0,0,0,0,0,1,1,0,0,48,0,3,36,1,0.576,0.8,0.377,3,62.13580247,0.623038516,0.376961484,0.166666667,0.5,0,0,0.005452727,0.55,Retained,0,Lower Risk,0,0
3,0,0,1,0,0,0,0,1,0,0,47,1,3,42,6,0.708,0.66,0.091,3.5,46.03614458,0.908635985,0.091364015,0.25,0.25,0,0,0.049554963,4.96,Retained,0,Lower Risk,0,0
1,0,0,1,0,0,0,0,0,1,0,33,0,3,36,6,1.158,1.31,0.274,3,42.52238806,0.72558309,0.27441691,0.166666667,0.083333333,0,0,0.000296573,0.03,Retained,0,Lower Risk,0,0
2,0,0,1,0,0,0,0,0,1,0,48,1,2,40,4,0.784,1.061,0.095,3.333333333,57.33823529,0.905491271,0.094508729,0.333333333,0.416666667,0,0,0.029266349,2.93,Retained,0,Lower Risk,0,0
1,0,0,0,0,0,1,0,1,0,0,44,1,2,36,3,0.811,0.909,0.38,3,156.7714286,0.620088473,0.379911527,0.166666667,0.25,0,0,0.051741657,5.17,Retained,0,Lower Risk,0,0
1,0,0,1,0,0,0,0,0,1,0,46,1,2,31,3,0.692,0.562,0,2.583333333,39.92,1,0,0.416666667,0.25,1,1,0.704110265,70.41,Churn,1,High Risk,0,0
4,0,0,1,0,0,0,0,0,0,0,40,1,4,30,5,0.557,0.583,0.051,2.5,39.81578947,0.948586629,0.051413371,0.25,0.25,0,0,0.27348015,27.35,Retained,0,Lower Risk,0,0
0,0,0,0,1,0,0,0,0,0,1,41,0,3,36,5,0.828,1,0.52,3,75.61666667,0.48044992,0.51955008,0,0.166666667,0,0,0.004579842,0.46,Retained,0,Lower Risk,0,0
0,0,0,0,0,0,0,0,0,1,0,58,0,2,36,6,0.691,0.975,0.86,3,62.98734177,0.140144665,0.859855335,0,0.333333333,0,0,0.001887871,0.19,Retained,0,Lower Risk,0,0
0,0,0,0,1,0,0,0,0,0,1,40,0,3,31,5,0.932,0.585,0.698,2.583333333,50.8,0.301980198,0.698019802,0.333333333,0.166666667,0,0,0.107730443,10.77,Retained,0,Lower Risk,0,0
0,0,0,0,0,0,0,0,1,0,0,40,0,4,26,3,0.593,0.769,0,2.166666667,55.65217391,1,0,0.083333333,0.083333333,0,0,0.022159977,2.22,Retained,0,Lower Risk,0,0
3,0,0,1,0,0,0,0,0,0,1,54,1,3,47,6,0.684,0.512,0.085,3.916666667,57.12307692,0.914747154,0.085252846,0.333333333,0.166666667,0,0,0.103642567,10.36,Retained,0,Lower Risk,0,0
0,0,0,1,0,0,0,0,0,0,0,43,0,2,33,4,0.925,0.818,0.511,2.75,63.4875,0.48926507,0.51073493,0.166666667,0.25,0,0,0.021586569,2.16,Retained,0,Lower Risk,0,0
0,0,0,1,0,0,0,0,1,0,0,47,0,2,41,5,0.8,0.739,0,3.416666667,37.525,1,0,0.333333333,0.25,0,0,0.241095918,24.11,Retained,0,Lower Risk,0,0
0,0,0,0,0,0,0,0,0,1,0,54,0,1,48,3,0.907,0.71,0.444,4,56.9245283,0.556147541,0.443852459,0.333333333,0.083333333,0,0,0.026126319,2.61,Retained,0,Lower Risk,0,0
3,0,0,1,0,0,0,0,1,0,0,48,1,5,38,6,0.723,0.868,0.019,3.166666667,51.56338028,0.980965349,0.019034651,0.166666667,0.166666667,0,0,0.037830653,3.78,Retained,0,Lower Risk,0,0
4,0,0,0,0,0,0,0,0,0,1,44,1,4,34,5,0.698,0.647,0.179,2.833333333,33.01785714,0.820824882,0.179175118,0.25,0.25,0,0,0.122153651,12.22,Retained,0,Lower Risk,0,0
3,0,0,1,0,0,0,0,1,0,0,46,1,4,33,5,0.479,0.634,0.057,2.75,64.3880597,0.943489246,0.056510754,0.25,0.083333333,0,0,0.01130931,1.13,Retained,0,Lower Risk,0,0
3,0,0,1,0,0,0,0,0,1,0,37,1,3,29,6,0.639,0.786,0.177,2.416666667,45.52,0.823030977,0.176969023,0.333333333,0.166666667,0,0,0.023752102,2.38,Retained,0,Lower Risk,0,0
0,0,0,0,0,0,0,0,0,1,0,36,0,3,30,3,1.002,0.971,0.17,2.5,42.49253731,0.829576817,0.170423183,0.25,0.166666667,0,0,0.055090669,5.51,Retained,0,Lower Risk,0,0
2,0,0,0,1,0,0,0,1,0,0,41,1,2,36,4,0.307,0.375,0.126,3,58.74242424,0.874463873,0.125536127,0.166666667,0.25,0,0,0.412741015,41.27,Retained,0,Lower Risk,0,0
3,0,0,0,0,0,1,0,1,0,0,39,1,4,27,6,0.797,0.725,0,2.25,62.05797101,1,0,0.166666667,0.333333333,0,0,0.044160591,4.42,Retained,0,Lower Risk,0,0
1,1,0,1,0,0,0,0,0,1,0,49,0,3,36,1,0.693,0.911,0.11,3,95.98837209,0.890017843,0.109982157,0.083333333,0.25,0,0,0.038636981,3.86,Retained,0,Lower Risk,0,0
0,0,0,0,0,0,1,0,0,1,0,48,0,3,40,3,0.902,1,0.418,3.333333333,63.65277778,0.581888928,0.418111072,0.333333333,0.333333333,0,0,0.168111831,16.81,Retained,0,Lower Risk,0,0
2,0,0,1,0,0,0,0,1,0,0,33,1,3,36,5,1.175,0.548,0.704,3,35.66666667,0.296060255,0.703939745,0.25,0.083333333,0,0,0.001788182,0.18,Retained,0,Lower Risk,0,0
2,0,0,1,0,0,0,0,1,0,0,53,1,2,38,6,0.632,0.682,0.155,3.166666667,41.54054054,0.845105954,0.154894046,0.166666667,0.25,0,0,0.05473952,5.47,Retained,0,Lower Risk,0,0
2,0,0,0,0,0,0,1,0,1,0,51,1,1,22,2,0.821,0.785,0.277,1.833333333,120.3275862,0.722928437,0.277071563,0.25,0.25,0,0,0.103322057,10.33,Retained,0,Lower Risk,0,0
1,1,0,0,0,0,0,1,0,1,0,37,1,3,24,3,0.646,0.511,0.11,2,64.58823529,0.890107712,0.109892288,0.25,0.083333333,0,0,0.045081446,4.51,Retained,0,Lower Risk,0,0
1,0,0,0,0,1,0,0,0,0,1,49,0,5,39,3,0.979,0.688,0,3.25,53,1,0,0.333333333,0.083333333,0,0,0.060192928,6.02,Retained,0,Lower Risk,0,0
3,0,0,1,0,0,0,0,1,0,0,39,1,2,27,4,0.952,1,0.148,2.25,62.72727273,0.851792349,0.148207651,0.166666667,0.166666667,0,0,0.014817923,1.48,Retained,0,Lower Risk,0,0
0,0,0,1,0,0,0,0,0,1,0,58,0,3,53,1,0.725,1.135,0.767,4.416666667,61.55696203,0.232671413,0.767328587,0.083333333,0.25,0,0,0.020950923,2.1,Retained,0,Lower Risk,0,0
1,0,1,0,0,0,0,0,0,1,0,36,1,2,31,3,0.545,0.828,0,2.583333333,41.88679245,1,0,0.166666667,0.25,0,0,0.278763414,27.88,Retained,0,Lower Risk,0,0
0,0,0,0,0,0,1,0,0,1,0,28,1,0,20,1,0.878,0.758,0.206,1.666666667,147.1034483,0.794334408,0.205665592,0.25,0.083333333,0,0,0.043052943,4.31,Retained,0,Lower Risk,0,0
2,0,0,0,0,0,0,1,0,1,0,48,1,5,36,2,0.807,0.712,0,3,122.256,1,0,0,0.25,0,0,0.086527099,8.65,Retained,0,Lower Risk,0,0
4,2,1,0,0,0,0,0,0,1,0,45,1,4,36,1,0.701,0.778,0.041,3,83.40625,0.959120408,0.040879592,0.083333333,0.25,0,0,0.020436785,2.04,Retained,0,Lower Risk,0,0
3,1,0,1,0,0,0,0,0,1,0,50,1,2,40,3,0.801,1.079,0,3.333333333,96.97468354,1,0,0.5,0.333333333,1,1,0.969741542,96.97,Churn,1,High Risk,0,0
0,0,0,0,1,0,0,0,0,1,0,26,0,2,13,5,0.699,0.581,0,1.083333333,50.93877551,1,0,0.25,0,0,1,0.586404251,58.64,Churn,1,High Risk,0,0
0,0,0,0,1,0,0,0,1,0,0,50,0,2,40,2,0.984,0.859,0,3.333333333,123.5546218,1,0,0.166666667,0.25,0,1,0.74410525,74.41,Churn,1,High Risk,0,0
0,0,0,1,0,0,0,0,0,0,1,45,0,2,35,6,0.636,0.519,0.777,2.916666667,46.43902439,0.223148148,0.776851852,0.25,0.25,0,1,0.510308048,51.03,Churn,1,High Risk,0,0
2,0,0,0,0,0,0,1,0,0,1,49,1,2,36,5,0.397,0.267,0.275,3,38.89473684,0.725080633,0.274919367,0.166666667,0.25,0,0,0.161752418,16.18,Retained,0,Lower Risk,0,0
0,0,0,1,0,0,0,0,0,1,0,31,0,0,17,4,0.67,0.648,0.632,1.416666667,48.96629213,0.368137783,0.631862217,0.25,0.166666667,0,0,0.065697028,6.57,Retained,0,Lower Risk,0,0
3,0,0,0,0,0,1,0,1,0,0,47,1,4,40,5,0.853,0.769,0.083,3.333333333,48.84057971,0.917439001,0.082560999,0.333333333,0.166666667,0,0,0.017455841,1.75,Retained,0,Lower Risk,0,0
0,0,0,1,0,0,0,0,0,1,0,38,0,1,29,2,0.67,0.449,0.151,2.416666667,75.25,0.848880597,0.151119403,0.25,0.25,0,1,0.655028476,65.5,Churn,1,High Risk,0,0
2,0,0,0,1,0,0,0,0,1,0,43,1,4,36,4,0.66,0.5,0.272,3,64.63333333,0.728075457,0.271924543,0.25,0.25,0,0,0.261817995,26.18,Retained,0,Lower Risk,0,0
2,0,0,0,1,0,0,0,1,0,0,35,1,3,24,3,0.624,0.536,0.822,2,44.06976744,0.177637948,0.822362052,0.166666667,0.166666667,0,0,0.105004678,10.5,Retained,0,Lower Risk,0,0
0,0,0,0,0,0,1,0,0,1,0,48,0,4,37,6,0.865,0.739,0.33,3.083333333,53.075,0.670445956,0.329554044,0.333333333,0.25,0,0,0.050923748,5.09,Retained,0,Lower Risk,0,0
4,0,0,0,0,0,0,0,0,1,0,54,1,3,49,3,1.203,0.263,0,4.083333333,88.125,1,0,0.25,0.166666667,1,1,0.966548583,96.65,Churn,1,High Risk,0,0
0,0,1,0,0,0,0,0,0,0,0,41,0,1,30,3,1.001,0.85,0.306,2.5,84.91891892,0.6939379,0.3060621,0.083333333,0.25,1,0,0.158605697,15.86,Retained,0,Lower Risk,0,0
0,0,0,0,0,0,1,0,0,1,0,55,0,3,47,4,0.166,0.514,0.172,3.916666667,113.3773585,0.82827318,0.17172682,0.25,0.25,1,1,0.862191191,86.22,Churn,1,High Risk,0,0
3,0,0,1,0,0,0,0,1,0,0,43,1,3,26,5,0.751,0.812,0.463,2.166666667,49.68965517,0.537154989,0.462845011,0.166666667,0.25,0,0,0.014465841,1.45,Retained,0,Lower Risk,0,0
0,0,0,0,0,0,0,0,1,0,0,47,0,2,36,6,0.684,0.267,0.444,3,57.26315789,0.555849656,0.444150344,0.25,0.166666667,1,1,0.657416122,65.74,Churn,1,High Risk,0,0
0,0,0,0,0,0,0,1,0,1,0,45,0,3,34,6,0.602,0.889,0.245,2.833333333,70.23529412,0.754572864,0.245427136,0.166666667,0.333333333,0,0,0.016197571,1.62,Retained,0,Lower Risk,0,0
1,0,0,1,0,0,0,0,0,1,0,59,1,2,50,2,0.813,0.823,0,4.166666667,121.6902655,1,0,0.166666667,0.083333333,0,0,0.094724049,9.47,Retained,0,Lower Risk,0,0
0,0,0,0,0,0,0,0,0,1,0,47,0,4,37,6,0.63,0.381,0.255,3.083333333,37.93103448,0.745300752,0.254699248,0.166666667,0.166666667,0,0,0.224916424,22.49,Retained,0,Lower Risk,0,0
2,0,0,0,1,0,0,0,0,1,0,42,1,2,34,4,0.69,1.25,0.525,2.833333333,43.25925926,0.474520384,0.525479616,0.25,0.333333333,0,0,0.028711068,2.87,Retained,0,Lower Risk,0,0
1,0,0,1,0,0,0,0,1,0,0,53,0,1,47,6,0.689,0.571,0,3.916666667,46.77272727,1,0,0.166666667,0.166666667,0,0,0.263684765,26.37,Retained,0,Lower Risk,0,0
0,0,0,0,1,0,0,0,1,0,0,56,0,2,43,1,0.563,0.432,0.567,3.583333333,56.95238095,0.432631063,0.567368937,0.166666667,0.166666667,0,1,0.622789937,62.28,Churn,1,High Risk,0,0
0,1,0,0,0,0,1,0,1,0,0,46,0,4,36,3,0.662,0.75,0.127,3,50.83116883,0.87309552,0.12690448,0.333333333,0.083333333,0,0,0.010023945,1,Retained,0,Lower Risk,0,0
0,0,0,0,0,0,0,0,1,0,0,34,0,1,16,6,0.82,0.641,0.817,1.333333333,74.34375,0.183250788,0.816749212,0.333333333,0.083333333,0,0,0.090574734,9.06,Retained,0,Lower Risk,0,0
1,0,0,0,0,0,0,1,1,0,0,56,0,2,49,3,0.693,0.931,0,4.083333333,118.0535714,1,0,0.166666667,0.25,0,0,0.269488553,26.95,Retained,0,Lower Risk,0,0
0,0,0,1,0,0,0,0,0,1,0,31,1,2,14,4,0.656,0.917,0.27,1.166666667,135.5217391,0.730275494,0.269724506,0.25,0.25,0,0,0.028035537,2.8,Retained,0,Lower Risk,0,0
0,0,0,1,0,0,0,0,0,1,0,48,0,1,35,5,0.785,0.913,0,2.916666667,54.51136364,1,0,0.166666667,0.166666667,0,0,0.043581861,4.36,Retained,0,Lower Risk,0,0
0,0,0,1,0,0,0,0,0,1,0,63,1,1,56,4,0.941,0.841,0.262,4.666666667,52.43209877,0.737777218,0.262222782,0.166666667,0.166666667,0,0,0.007904565,0.79,Retained,0,Lower Risk,0,0
0,0,0,0,1,0,0,0,1,0,0,47,0,3,36,3,1.222,0.658,0,3,61.06349206,1,0,0.166666667,0.166666667,0,0,0.067762395,6.78,Retained,0,Lower Risk,0,0
1,0,0,1,0,0,0,0,1,0,0,49,0,1,39,3,0.778,0.949,0.277,3.25,52.38157895,0.723371754,0.276628246,0.25,0.25,0,0,0.087488461,8.75,Retained,0,Lower Risk,0,0
1,0,0,0,0,0,0,0,1,0,0,46,0,2,34,2,0.563,0.826,0.446,2.833333333,58.26190476,0.554476058,0.445523942,0.25,0.083333333,0,0,0.019547967,1.95,Retained,0,Lower Risk,0,0
0,0,0,0,1,0,0,0,0,1,0,30,0,0,25,4,0.668,0.745,0.09,2.083333333,50.09756098,0.910428118,0.089571882,0.166666667,0.083333333,0,0,0.008284019,0.83,Retained,0,Lower Risk,0,0
0,0,0,0,1,0,0,0,1,0,0,55,0,2,45,5,1.144,0.652,0.79,3.75,42.81578947,0.210229056,0.789770944,0,0.166666667,0,0,0.001950214,0.2,Retained,0,Lower Risk,0,0
0,0,0,1,0,0,0,0,0,1,0,44,0,1,25,3,0.66,0.37,0,2.083333333,67.89189189,1,0,0.333333333,0.166666667,1,1,0.958301014,95.83,Churn,1,High Risk,0,0
0,0,0,0,0,0,1,0,0,1,0,42,0,2,23,4,0.529,0.31,0,1.916666667,55.05263158,1,0,0.25,0.166666667,1,1,0.921220433,92.12,Churn,1,High Risk,0,0
0,0,0,0,0,0,0,1,1,0,0,54,0,4,41,3,0.823,0.733,0,3.416666667,51.66666667,1,0,0.25,0.083333333,0,0,0.045151232,4.52,Retained,0,Lower Risk,0,0
0,0,0,0,1,0,0,0,0,1,0,39,0,2,34,3,0.783,0.433,0.266,2.833333333,63.1627907,0.734171097,0.265828903,0.083333333,0.25,1,1,0.577152726,57.72,Churn,1,High Risk,0,0
0,0,0,0,0,0,0,0,1,0,0,43,0,2,37,3,0.845,0.576,0.249,3.083333333,96.20430108,0.751486989,0.248513011,0.083333333,0.25,0,0,0.176823591,17.68,Retained,0,Lower Risk,0,0
1,0,0,0,0,1,0,0,0,1,0,43,1,3,32,3,0.666,0.66,0.639,2.666666667,50.27272727,0.360877684,0.639122316,0.166666667,0.25,0,0,0.053459655,5.35,Retained,0,Lower Risk,0,0
1,0,0,1,0,0,0,0,0,0,1,46,1,1,36,4,1.143,1.4,0.619,3,61,0.381213933,0.618786067,0.166666667,0.25,0,0,0.001679828,0.17,Retained,0,Lower Risk,0,0
0,0,0,0,0,0,1,0,1,0,0,42,0,2,37,6,0.607,0.521,0.188,3.083333333,55.1369863,0.812120024,0.187879976,0.083333333,0.083333333,0,0,0.016689888,1.67,Retained,0,Lower Risk,0,0
4,0,0,0,1,0,0,0,1,0,0,48,1,4,31,6,0.575,0.85,0.029,2.583333333,33.02702703,0.970651292,0.029348708,0.083333333,0.25,0,0,0.072665766,7.27,Retained,0,Lower Risk,0,0
1,1,0,1,0,0,0,0,0,0,1,42,1,4,37,3,0.745,0.955,0.131,3.083333333,36.3255814,0.868565308,0.131434692,0.166666667,0.5,0,0,0.013378568,1.34,Retained,0,Lower Risk,0,0
0,0,0,0,0,0,0,1,0,1,0,54,0,3,36,2,0.488,0.839,0,3,43.22807018,1,0,0.25,0.25,1,1,0.877395519,87.74,Churn,1,High Risk,0,0
2,0,0,0,0,0,0,1,1,0,0,50,1,2,37,6,0.681,0.52,0.041,3.083333333,60.30263158,0.958695051,0.041304949,0.166666667,0.25,0,0,0.230891937,23.09,Retained,0,Lower Risk,0,0
1,0,0,1,0,0,0,0,0,0,0,37,0,0,28,4,0.688,0.841,0,2.333333333,58.20987654,1,0,0.083333333,0.25,0,0,0.017802063,1.78,Retained,0,Lower Risk,0,0
2,0,0,0,0,0,0,1,1,0,0,60,1,0,47,5,0.825,0.467,0.228,3.916666667,64.29545455,0.771636203,0.228363797,0.25,0.083333333,1,0,0.046999704,4.7,Retained,0,Lower Risk,0,0
0,0,0,1,0,0,0,0,0,0,0,59,0,0,49,6,0.719,1.027,0.674,4.083333333,52.29333333,0.325852783,0.674147217,0.25,0.166666667,0,0,0.014016157,1.4,Retained,0,Lower Risk,0,0
0,0,0,0,1,0,0,0,0,1,0,41,0,3,32,2,0.965,0.902,0.244,2.666666667,60.32051282,0.756164384,0.243835616,0.083333333,0.083333333,0,0,0.010251345,1.03,Retained,0,Lower Risk,0,0
0,0,0,0,0,0,0,0,0,1,0,48,0,4,42,2,0.707,0.745,0,3.5,61.52439024,1,0,0.166666667,0.25,0,0,0.144721701,14.47,Retained,0,Lower Risk,0,0
3,0,0,0,0,1,0,0,1,0,0,53,1,4,34,1,0.908,1.346,0,2.833333333,66.55737705,1,0,0.25,0.166666667,0,0,0.328237889,32.82,Retained,0,Lower Risk,0,0
2,0,0,1,0,0,0,0,1,0,0,42,1,4,36,4,0.733,0.905,0.487,3,63.4875,0.512949039,0.487050961,0.25,0.166666667,0,0,0.011909934,1.19,Retained,0,Lower Risk,0,0
0,1,0,0,0,0,0,1,0,0,1,26,1,0,13,2,0.51,0.838,0,1.083333333,62.61764706,1,0,0.083333333,0.083333333,0,0,0.026958755,2.7,Retained,0,Lower Risk,0,0
0,0,0,0,0,0,0,0,1,0,0,65,1,1,56,5,0.715,0.722,0,4.666666667,51.51612903,1,0,0.166666667,0.25,0,0,0.073261951,7.33,Retained,0,Lower Risk,0,0
2,0,0,0,0,1,0,0,1,0,0,56,1,2,49,5,0.77,0.81,0,4.083333333,38.05263158,1,0,0.333333333,0.25,0,0,0.103949216,10.39,Retained,0,Lower Risk,0,0
