Churn,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Transaction_Amount_Change_Q4_Q1,Transaction_Count_Change_Q4_Q1,Avg_Utilization_Ratio,Customer_Tenure_Years,Average_Transaction_Value,Available_Credit_Ratio,Revolving_Balance_Ratio,Contact_Frequency,Inactivity_Ratio
Existing Customer,50,F,3,Uneducated,Married,Unknown,Blue,38,4,0.3829999999999999,0.5489999999999999,0.0,3.1666666666666665,62.25316455696203,1.0,0.0,0.08333333333333333,0.3333333333333333
Attrited Customer,40,F,4,Doctorate,Married,Less than $40K,Blue,21,1,0.574,0.359,0.843,1.75,44.77358490566038,0.15650134048257372,0.8434986595174263,0.08333333333333333,0.16666666666666666
Attrited Customer,37,F,3,High School,Single,Less than $40K,Blue,29,3,0.517,0.296,0.0,2.4166666666666665,65.25714285714285,1.0,0.0,0.25,0.25
Existing Customer,47,F,3,Uneducated,Single,Less than $40K,Blue,36,5,0.852,0.8440000000000001,0.583,3.0,51.89156626506024,0.41681968417186926,0.5831803158281308,0.08333333333333333,0.16666666666666666
Existing Customer,40,F,4,Uneducated,Married,Less than $40K,Blue,31,5,0.5529999999999999,0.7140000000000001,0.0,2.5833333333333335,55.976190476190474,1.0,0.0,0.25,0.16666666666666666
Attrited Customer,43,F,1,Uneducated,Single,Less than $40K,Blue,36,1,0.758,0.7240000000000001,0.0,3.0,45.58,1.0,0.0,0.16666666666666666,0.25
Existing Customer,56,F,0,College,Married,$40K - $60K,Blue,36,5,0.6779999999999999,0.75,0.212,3.0,52.65934065934066,0.7880930656934306,0.21190693430656934,0.25,0.16666666666666666
Existing Customer,43,F,3,High School,Unknown,Less than $40K,Blue,36,3,0.797,0.654,0.0,3.0,53.41860465116279,1.0,0.0,0.16666666666666666,0.25
Existing Customer,50,F,2,Uneducated,Married,Less than $40K,Blue,45,4,0.539,0.737,0.099,3.75,63.93939393939394,0.900953778429934,0.09904622157006603,0.0,0.08333333333333333
Attrited Customer,50,F,1,Unknown,Single,Unknown,Blue,39,6,0.613,0.552,0.0,3.25,51.666666666666664,1.0,0.0,0.25,0.25
Existing Customer,55,M,2,High School,Married,$120K +,Blue,50,3,0.757,0.721,0.1,4.166666666666667,65.35135135135135,0.9003800987122029,0.09961990128779713,0.25,0.16666666666666666
Existing Customer,27,F,1,Uneducated,Unknown,Less than $40K,Blue,16,3,0.469,0.628,0.0,1.3333333333333333,63.98571428571429,1.0,0.0,0.16666666666666666,0.08333333333333333
Attrited Customer,44,F,3,College,Married,Less than $40K,Blue,36,2,0.499,0.655,0.3989999999999999,3.0,41.229166666666664,0.6007093522493934,0.3992906477506067,0.25,0.25
Existing Customer,49,F,4,Uneducated,Married,Unknown,Blue,38,4,0.723,0.7170000000000001,0.3339999999999999,3.1666666666666665,62.936708860759495,0.6656176239181747,0.33438237608182536,0.08333333333333333,0.16666666666666666
Existing Customer,51,F,1,Post-Graduate,Single,$40K - $60K,Blue,46,4,0.639,0.6,0.536,3.8333333333333335,66.76388888888889,0.4641758241758242,0.5358241758241759,0.25,0.08333333333333333
Attrited Customer,43,F,4,Uneducated,Divorced,Less than $40K,Blue,33,6,0.601,0.5,0.0,2.75,52.68888888888889,1.0,0.0,0.08333333333333333,0.25
Attrited Customer,54,F,2,High School,Divorced,Less than $40K,Blue,36,6,0.665,0.536,0.701,3.0,53.7906976744186,0.29908103592314117,0.7009189640768588,0.08333333333333333,0.25
Existing Customer,44,M,3,Graduate,Single,$40K - $60K,Silver,29,5,0.532,0.902,0.045,2.4166666666666665,50.84615384615385,0.9550619834710744,0.04493801652892562,0.25,0.08333333333333333
Existing Customer,56,F,4,Unknown,Married,Less than $40K,Blue,44,3,0.6829999999999999,0.569,0.0,3.6666666666666665,60.575,1.0,0.0,0.16666666666666666,0.25
Existing Customer,53,M,4,Unknown,Single,Less than $40K,Blue,43,6,0.755,0.8059999999999999,0.541,3.5833333333333335,76.26785714285714,0.45915712799167535,0.5408428720083247,0.08333333333333333,0.25
Existing Customer,45,F,3,High School,Married,$40K - $60K,Blue,39,6,0.482,0.8290000000000001,0.0,3.25,61.1875,1.0,0.0,0.08333333333333333,0.3333333333333333
Attrited Customer,49,F,3,High School,Married,Less than $40K,Blue,45,3,0.765,0.565,0.826,3.75,69.97222222222223,0.17417824466282616,0.8258217553371738,0.25,0.16666666666666666
Existing Customer,38,F,1,Doctorate,Married,Less than $40K,Blue,28,6,0.813,0.644,0.0,2.3333333333333335,60.472972972972975,1.0,0.0,0.08333333333333333,0.08333333333333333
Attrited Customer,54,M,1,College,Single,$120K +,Blue,37,6,0.6609999999999999,0.72,0.2769999999999999,3.0833333333333335,52.06976744186046,0.7231023102310231,0.2768976897689769,0.25,0.16666666666666666
Existing Customer,45,M,5,Graduate,Married,$120K +,Blue,26,6,1.133,1.034,0.023,2.1666666666666665,61.74576271186441,0.9769092594738672,0.02309074052613281,0.16666666666666666,0.25
Attrited Customer,53,M,2,Unknown,Married,$80K - $120K,Blue,34,4,0.58,0.654,0.476,2.8333333333333335,50.44186046511628,0.5236799129014698,0.4763200870985302,0.16666666666666666,0.25
Existing Customer,48,F,4,Graduate,Single,Unknown,Blue,40,3,0.8029999999999999,0.868,0.8290000000000001,3.3333333333333335,63.91549295774648,0.17130434782608694,0.828695652173913,0.25,0.25
Existing Customer,36,F,1,Uneducated,Married,Less than $40K,Blue,36,6,0.848,0.804,0.206,3.0,61.69879518072289,0.7943316736882421,0.20566832631175794,0.25,0.08333333333333333
Existing Customer,40,M,4,Unknown,Unknown,$80K - $120K,Blue,27,4,0.569,0.725,0.0409999999999999,2.25,59.0,0.9594541398766566,0.040545860123343394,0.16666666666666666,0.25
Existing Customer,53,F,3,Unknown,Married,$40K - $60K,Blue,46,6,0.622,0.735,0.523,3.8333333333333335,55.95294117647059,0.4771897810218978,0.5228102189781022,0.08333333333333333,0.25
Existing Customer,40,F,2,High School,Divorced,Less than $40K,Blue,28,4,0.757,0.795,0.449,2.3333333333333335,59.949367088607595,0.5509084676037024,0.44909153239629757,0.25,0.5
Existing Customer,41,F,3,High School,Single,$40K - $60K,Blue,31,3,0.981,0.619,0.635,2.5833333333333335,63.23529411764706,0.3652228325106028,0.6347771674893973,0.16666666666666666,0.25
Attrited Customer,37,F,3,Graduate,Single,Less than $40K,Blue,21,4,0.542,0.516,0.3229999999999999,1.75,49.95744680851064,0.6765695067264574,0.3234304932735426,0.16666666666666666,0.16666666666666666
Existing Customer,43,F,4,Graduate,Single,Less than $40K,Blue,36,5,0.562,1.028,0.25,3.0,53.73972602739726,0.7498598497589416,0.2501401502410584,0.08333333333333333,0.3333333333333333
Existing Customer,52,F,2,Uneducated,Single,Less than $40K,Blue,37,4,0.688,0.818,0.0,3.0833333333333335,66.025,1.0,0.0,0.08333333333333333,0.25
Existing Customer,48,F,2,Unknown,Single,Unknown,Blue,38,4,0.8540000000000001,0.879,0.492,3.1666666666666665,70.38709677419355,0.5075214899713467,0.4924785100286533,0.25,0.3333333333333333
Existing Customer,60,F,0,College,Married,Less than $40K,Blue,49,5,0.8740000000000001,0.7659999999999999,0.7070000000000001,4.083333333333333,54.48192771084337,0.29314565483476135,0.7068543451652387,0.25,0.25
Existing Customer,39,F,1,College,Single,Less than $40K,Blue,32,4,0.775,0.848,0.726,2.6666666666666665,53.77647058823529,0.2737873134328358,0.7262126865671642,0.25,0.16666666666666666
Existing Customer,37,M,2,Unknown,Single,$40K - $60K,Blue,26,4,0.7120000000000001,0.5479999999999999,0.395,2.1666666666666665,67.8923076923077,0.6045305676855895,0.3954694323144105,0.16666666666666666,0.08333333333333333
Existing Customer,40,F,4,Uneducated,Married,Less than $40K,Blue,27,5,0.8079999999999999,0.95,0.2269999999999999,2.25,56.8974358974359,0.772765246449457,0.227234753550543,0.08333333333333333,0.25
Existing Customer,34,F,3,College,Married,Less than $40K,Blue,23,3,0.835,0.868,0.5429999999999999,1.9166666666666667,71.47887323943662,0.4565619223659889,0.5434380776340111,0.25,0.25
Existing Customer,48,F,3,Uneducated,Single,Less than $40K,Blue,43,5,0.617,0.857,0.772,3.5833333333333335,55.88461538461539,0.22780678851174935,0.7721932114882507,0.16666666666666666,0.3333333333333333
Attrited Customer,56,F,2,Uneducated,Single,Less than $40K,Blue,36,1,0.528,0.5,0.212,3.0,43.422222222222224,0.7875730217737653,0.21242697822623474,0.4166666666666667,0.25
Existing Customer,44,F,3,Doctorate,Single,$40K - $60K,Blue,40,4,0.715,0.762,0.371,3.3333333333333335,65.6891891891892,0.6294069417873736,0.3705930582126264,0.25,0.08333333333333333
Existing Customer,47,F,2,High School,Married,Less than $40K,Blue,37,6,0.58,0.628,0.794,3.0833333333333335,67.38571428571429,0.20638153428377462,0.7936184657162254,0.08333333333333333,0.08333333333333333
Existing Customer,45,F,3,Uneducated,Divorced,Less than $40K,Blue,36,5,0.6809999999999999,0.7859999999999999,0.8220000000000001,3.0,54.17333333333333,0.17834631071560994,0.8216536892843901,0.0,0.08333333333333333
Existing Customer,47,F,1,Graduate,Single,Unknown,Blue,40,3,0.828,0.6890000000000001,0.517,3.3333333333333335,47.078947368421055,0.48307530831802675,0.5169246916819732,0.25,0.08333333333333333
Existing Customer,35,F,2,Graduate,Married,$40K - $60K,Blue,27,5,0.659,0.848,0.6729999999999999,2.25,58.8235294117647,0.3273403595784253,0.6726596404215747,0.25,0.16666666666666666
Existing Customer,42,F,4,College,Married,Less than $40K,Blue,27,6,1.019,0.711,0.0,2.25,67.50649350649351,1.0,0.0,0.08333333333333333,0.16666666666666666
Attrited Customer,47,M,3,Uneducated,Married,$40K - $60K,Blue,29,1,0.723,0.7140000000000001,0.382,2.4166666666666665,60.111111111111114,0.6175771971496437,0.3824228028503563,0.3333333333333333,0.16666666666666666
Existing Customer,47,F,5,Uneducated,Unknown,Unknown,Blue,34,4,0.7090000000000001,0.83,0.67,2.8333333333333335,52.53488372093023,0.3303485769107771,0.6696514230892229,0.25,0.08333333333333333
Existing Customer,47,M,2,College,Married,$40K - $60K,Blue,43,3,0.687,0.562,0.104,3.5833333333333335,69.22666666666667,0.8964255558682803,0.10357444413171968,0.08333333333333333,0.3333333333333333
Existing Customer,50,F,2,Uneducated,Single,$40K - $60K,Blue,35,4,0.7979999999999999,0.8,0.883,2.9166666666666665,60.54320987654321,0.11709770114942529,0.8829022988505747,0.08333333333333333,0.25
Existing Customer,51,F,3,High School,Single,$40K - $60K,Blue,38,5,0.695,0.8220000000000001,0.0,3.1666666666666665,52.207317073170735,1.0,0.0,0.08333333333333333,0.25
Existing Customer,45,F,3,College,Married,Less than $40K,Blue,35,3,0.647,0.6409999999999999,0.6729999999999999,2.9166666666666665,67.203125,0.32673267326732675,0.6732673267326733,0.16666666666666666,0.16666666666666666
Attrited Customer,47,F,3,Unknown,Married,Less than $40K,Blue,38,3,0.198,0.226,0.0,3.1666666666666665,44.39473684210526,1.0,0.0,0.16666666666666666,0.25
Attrited Customer,42,M,5,High School,Married,$60K - $80K,Blue,36,1,0.7979999999999999,0.355,0.0,3.0,67.45238095238095,1.0,0.0,0.25,0.16666666666666666
Existing Customer,52,M,3,Unknown,Single,$80K - $120K,Blue,36,3,0.7509999999999999,0.818,0.504,3.0,55.7625,0.4960254372019078,0.5039745627980922,0.08333333333333333,0.3333333333333333
Attrited Customer,45,F,2,College,Divorced,$40K - $60K,Blue,39,4,0.7340000000000001,0.429,0.0,3.25,51.6,1.0,0.0,0.3333333333333333,0.25
Existing Customer,48,M,4,Graduate,Single,$40K - $60K,Blue,36,5,0.514,0.408,0.0,3.0,69.40579710144928,1.0,0.0,0.25,0.16666666666666666
Existing Customer,52,F,2,Graduate,Married,$40K - $60K,Blue,36,6,0.698,0.605,0.636,3.0,63.14492753623188,0.3644793152639087,0.6355206847360912,0.16666666666666666,0.3333333333333333
Attrited Customer,58,F,1,Post-Graduate,Divorced,Less than $40K,Blue,52,4,0.503,0.452,0.0,4.333333333333333,52.15555555555556,1.0,0.0,0.25,0.08333333333333333
Existing Customer,43,F,3,High School,Married,Less than $40K,Blue,28,3,0.63,0.833,0.0,2.3333333333333335,51.378787878787875,1.0,0.0,0.16666666666666666,0.25
Existing Customer,39,F,2,College,Single,$40K - $60K,Blue,29,5,0.7,0.7829999999999999,0.3229999999999999,2.4166666666666665,55.073170731707314,0.6773997569866342,0.32260024301336576,0.08333333333333333,0.25
Existing Customer,53,M,3,College,Single,$60K - $80K,Blue,36,5,0.42,0.7859999999999999,0.1009999999999999,3.0,62.586666666666666,0.8987963891675025,0.10120361083249749,0.08333333333333333,0.08333333333333333
Existing Customer,52,F,0,Graduate,Single,Unknown,Blue,36,3,0.738,0.9,0.0,3.0,64.21052631578948,1.0,0.0,0.08333333333333333,0.3333333333333333
Existing Customer,40,M,3,Graduate,Single,$40K - $60K,Blue,30,6,0.508,0.509,0.865,2.5,54.21686746987952,0.13472706155632985,0.8652729384436701,0.25,0.25
Existing Customer,62,F,0,Graduate,Single,Less than $40K,Blue,53,5,0.7190000000000001,0.511,0.306,4.416666666666667,68.45588235294117,0.6938073394495413,0.30619266055045874,0.16666666666666666,0.16666666666666666
Existing Customer,52,F,3,Unknown,Single,$40K - $60K,Blue,45,5,0.85,1.37,0.095,3.75,78.671875,0.9046753675863208,0.09532463241367917,0.08333333333333333,0.25
Attrited Customer,59,F,0,Graduate,Married,Less than $40K,Blue,36,2,0.4429999999999999,0.357,0.0,3.0,52.421052631578945,1.0,0.0,0.16666666666666666,0.25
Existing Customer,49,F,4,Unknown,Married,Less than $40K,Blue,33,3,0.974,0.6809999999999999,0.6970000000000001,2.75,47.69620253164557,0.3033848725449227,0.6966151274550773,0.08333333333333333,0.16666666666666666
Existing Customer,53,F,1,Graduate,Divorced,Less than $40K,Blue,46,5,0.667,0.6940000000000001,0.389,3.8333333333333335,73.52459016393442,0.6106892523364486,0.3893107476635514,0.25,0.3333333333333333
Existing Customer,48,F,3,Post-Graduate,Married,Less than $40K,Blue,35,3,1.008,0.846,0.8079999999999999,2.9166666666666665,68.83333333333333,0.19204545454545455,0.8079545454545455,0.25,0.25
Existing Customer,59,F,0,Unknown,Single,$40K - $60K,Blue,42,6,0.887,0.625,0.73,3.5,73.8,0.2703262558259969,0.7296737441740031,0.16666666666666666,0.16666666666666666
Existing Customer,50,M,2,Unknown,Single,$120K +,Blue,38,4,0.626,0.625,0.469,3.1666666666666665,57.8974358974359,0.5313235986811117,0.4686764013188884,0.16666666666666666,0.3333333333333333
Attrited Customer,54,F,2,Graduate,Married,$40K - $60K,Blue,44,3,0.763,0.609,0.0,3.6666666666666665,61.027027027027025,1.0,0.0,0.16666666666666666,0.3333333333333333
Existing Customer,41,M,4,Graduate,Married,$60K - $80K,Blue,26,5,0.542,0.63,0.248,2.1666666666666665,49.266666666666666,0.752352210189952,0.24764778981004792,0.16666666666666666,0.16666666666666666
Existing Customer,57,F,2,Graduate,Married,Less than $40K,Blue,45,6,0.698,0.933,0.514,3.75,57.12643678160919,0.4855037196690537,0.5144962803309463,0.16666666666666666,0.16666666666666666
Existing Customer,50,F,3,High School,Married,Less than $40K,Blue,32,6,0.7,0.78,0.8059999999999999,2.6666666666666665,58.19178082191781,0.1942084942084942,0.8057915057915058,0.25,0.16666666666666666
Existing Customer,43,M,5,Unknown,Single,$60K - $80K,Blue,24,3,0.961,0.64,0.0,2.0,52.109756097560975,1.0,0.0,0.25,0.08333333333333333
Existing Customer,47,F,4,High School,Married,Unknown,Blue,39,6,0.7120000000000001,0.7859999999999999,0.0,3.25,56.45333333333333,1.0,0.0,0.0,0.3333333333333333
Existing Customer,55,M,3,High School,Single,$60K - $80K,Blue,47,3,0.8340000000000001,0.764,0.6,3.9166666666666665,50.23711340206186,0.3995006242197253,0.6004993757802747,0.16666666666666666,0.16666666666666666
Existing Customer,50,F,4,Graduate,Married,Less than $40K,Blue,31,4,0.6509999999999999,0.8640000000000001,0.865,2.5833333333333335,62.5609756097561,0.13509615384615384,0.8649038461538462,0.08333333333333333,0.16666666666666666
Existing Customer,46,F,2,Unknown,Single,Unknown,Blue,34,6,0.81,0.642,0.1169999999999999,2.8333333333333335,53.827586206896555,0.8827495042961004,0.11725049570389953,0.08333333333333333,0.25
Existing Customer,47,M,2,Graduate,Divorced,$60K - $80K,Blue,29,5,0.61,0.81,0.324,2.4166666666666665,66.30263157894737,0.6755119097367321,0.32448809026326786,0.25,0.16666666666666666
Existing Customer,53,F,2,Graduate,Single,Less than $40K,Blue,38,4,0.804,0.617,0.57,3.1666666666666665,65.78947368421052,0.4303157894736842,0.5696842105263158,0.25,0.16666666666666666
Existing Customer,48,F,2,High School,Married,Unknown,Blue,37,3,0.604,0.763,0.108,3.0833333333333335,63.28358208955224,0.8924934880416765,0.10750651195832346,0.16666666666666666,0.16666666666666666
Existing Customer,60,F,1,Graduate,Married,Less than $40K,Blue,36,3,0.901,0.946,0.276,3.0,61.013888888888886,0.7243297926150734,0.27567020738492665,0.25,0.3333333333333333
Existing Customer,42,M,3,Post-Graduate,Married,$80K - $120K,Blue,30,6,0.7190000000000001,0.976,0.0,2.5,53.32098765432099,1.0,0.0,0.25,0.16666666666666666
Existing Customer,52,F,2,Graduate,Married,$40K - $60K,Silver,42,3,0.997,0.7609999999999999,0.0,3.5,57.30864197530864,1.0,0.0,0.16666666666666666,0.25
Existing Customer,44,F,5,High School,Single,Less than $40K,Blue,30,3,0.698,0.78,0.637,2.5,56.80898876404494,0.3628645256552233,0.6371354743447767,0.08333333333333333,0.25
Existing Customer,38,M,1,High School,Single,$60K - $80K,Blue,33,5,0.7759999999999999,0.604,0.585,2.75,57.64935064935065,0.4151696606786427,0.5848303393213573,0.08333333333333333,0.3333333333333333
Existing Customer,51,M,1,High School,Married,$80K - $120K,Blue,36,5,0.6579999999999999,0.76,0.0,3.0,56.65909090909091,1.0,0.0,0.16666666666666666,0.16666666666666666
Existing Customer,50,F,0,Graduate,Single,Less than $40K,Blue,46,3,0.7340000000000001,0.946,0.643,3.8333333333333335,58.25,0.35704387990762126,0.6429561200923788,0.16666666666666666,0.16666666666666666
Existing Customer,41,F,4,High School,Single,Unknown,Blue,36,4,0.585,0.7,0.0,3.0,59.05882352941177,1.0,0.0,0.25,0.16666666666666666
Existing Customer,61,F,1,College,Single,Unknown,Blue,50,4,0.625,0.547,0.368,4.166666666666667,50.5,0.6316499325640641,0.36835006743593585,0.08333333333333333,0.3333333333333333
Existing Customer,53,F,3,Graduate,Married,Less than $40K,Blue,42,3,0.639,0.636,0.461,3.5,62.763888888888886,0.5386855241264559,0.46131447587354407,0.08333333333333333,0.08333333333333333
Attrited Customer,47,F,3,Graduate,Married,Less than $40K,Blue,35,4,0.92,0.52,0.0,2.9166666666666665,74.10526315789474,1.0,0.0,0.16666666666666666,0.25
Existing Customer,41,M,2,Graduate,Single,$60K - $80K,Blue,31,3,0.627,0.545,0.235,2.5833333333333335,72.54411764705883,0.7648274185707341,0.23517258142926592,0.25,0.08333333333333333
Existing Customer,54,F,0,Doctorate,Single,Less than $40K,Blue,43,4,0.696,0.63,0.304,3.5833333333333335,54.36,0.6961707470182047,0.30382925298179536,0.25,0.08333333333333333
Existing Customer,53,F,1,Uneducated,Married,Less than $40K,Blue,41,4,0.743,0.7140000000000001,0.3339999999999999,3.4166666666666665,66.68055555555556,0.6656394453004623,0.33436055469953774,0.16666666666666666,0.16666666666666666
Attrited Customer,43,F,3,High School,Divorced,Less than $40K,Blue,24,4,0.868,0.55,0.369,2.0,75.03225806451613,0.6311672683513839,0.36883273164861613,0.16666666666666666,0.16666666666666666
Attrited Customer,42,F,3,Graduate,Single,Less than $40K,Blue,27,6,0.866,0.562,0.0,2.25,61.06,1.0,0.0,0.16666666666666666,0.16666666666666666
Existing Customer,32,F,2,Uneducated,Single,Unknown,Blue,25,3,0.936,0.7859999999999999,0.48,2.0833333333333335,58.92,0.5198872533667397,0.48011274663326026,0.08333333333333333,0.16666666666666666
Existing Customer,45,F,4,Graduate,Married,Less than $40K,Blue,41,5,0.667,0.653,0.6940000000000001,3.4166666666666665,63.2962962962963,0.3061754021795537,0.6938245978204463,0.16666666666666666,0.08333333333333333
Attrited Customer,39,F,1,Uneducated,Married,$40K - $60K,Blue,27,3,0.7040000000000001,0.296,0.257,2.25,68.48571428571428,0.7429989365473236,0.25700106345267637,0.25,0.25
Existing Customer,48,M,4,High School,Married,$60K - $80K,Blue,42,5,0.924,0.6809999999999999,0.313,3.5,65.29113924050633,0.6870327403970096,0.3129672596029905,0.25,0.3333333333333333
Existing Customer,56,F,2,Unknown,Married,Less than $40K,Blue,36,6,0.762,0.867,0.4679999999999999,3.0,57.464285714285715,0.5322171486555048,0.46778285134449515,0.08333333333333333,0.16666666666666666
Existing Customer,48,F,2,Graduate,Married,Unknown,Blue,35,3,0.6970000000000001,0.8,0.603,2.9166666666666665,52.43333333333333,0.39715099715099716,0.6028490028490029,0.08333333333333333,0.08333333333333333
Attrited Customer,42,F,3,Graduate,Married,Less than $40K,Blue,36,4,0.713,0.778,0.847,3.0,84.4375,0.1531265386509109,0.8468734613490891,0.16666666666666666,0.25
Existing Customer,46,F,2,Graduate,Married,Less than $40K,Blue,31,5,0.78,0.6509999999999999,0.68,2.5833333333333335,55.16901408450704,0.3201716738197425,0.6798283261802575,0.0,0.16666666666666666
Existing Customer,46,F,3,College,Married,Less than $40K,Blue,40,6,0.7140000000000001,0.833,0.0,3.3333333333333335,48.67045454545455,1.0,0.0,0.16666666666666666,0.3333333333333333
Attrited Customer,59,M,2,High School,Divorced,Less than $40K,Blue,51,6,0.7340000000000001,0.69,0.0,4.25,52.83673469387755,1.0,0.0,0.25,0.4166666666666667
Existing Customer,60,M,1,Graduate,Married,$120K +,Blue,46,6,0.7759999999999999,0.76,0.3989999999999999,3.8333333333333335,52.28409090909091,0.6007797270955165,0.3992202729044834,0.08333333333333333,0.25
Existing Customer,54,F,2,Graduate,Married,Unknown,Blue,42,4,0.898,0.706,0.086,3.5,63.758620689655174,0.9136849245379006,0.08631507546209938,0.08333333333333333,0.08333333333333333
Attrited Customer,50,M,1,Unknown,Single,$60K - $80K,Blue,38,4,0.711,0.273,0.098,3.1666666666666665,59.45238095238095,0.902143890569512,0.09785610943048796,0.25,0.25
Attrited Customer,41,F,3,Uneducated,Married,$40K - $60K,Blue,36,1,0.37,0.519,0.0,3.0,44.609756097560975,1.0,0.0,0.3333333333333333,0.25
Existing Customer,49,F,1,Graduate,Married,Less than $40K,Blue,36,6,0.7440000000000001,0.723,0.267,3.0,52.76543209876543,0.7325829613817194,0.2674170386182806,0.08333333333333333,0.16666666666666666
Existing Customer,47,F,3,College,Single,Less than $40K,Blue,36,3,0.638,0.812,0.4679999999999999,3.0,49.02298850574713,0.5324,0.4676,0.08333333333333333,0.16666666666666666
Existing Customer,42,M,4,Graduate,Single,$40K - $60K,Blue,33,5,0.6679999999999999,0.6729999999999999,0.561,2.75,58.13414634146341,0.4389600602863602,0.5610399397136397,0.16666666666666666,0.25
Attrited Customer,35,F,3,College,Single,Less than $40K,Blue,25,4,0.537,0.552,0.6970000000000001,2.0833333333333335,48.4,0.3029631680974799,0.6970368319025201,0.16666666666666666,0.25
Existing Customer,47,F,4,Unknown,Married,Unknown,Blue,42,5,0.638,0.889,0.607,3.5,53.36470588235294,0.3926673751328374,0.6073326248671626,0.25,0.16666666666666666
Existing Customer,47,M,3,Unknown,Single,$80K - $120K,Blue,36,3,0.708,0.7859999999999999,0.0,3.0,58.04,1.0,0.0,0.16666666666666666,0.08333333333333333
Existing Customer,44,F,4,Graduate,Single,Less than $40K,Blue,33,3,0.6759999999999999,0.66,0.3379999999999999,2.75,55.93589743589744,0.6621797655232305,0.33782023447676945,0.16666666666666666,0.16666666666666666
Existing Customer,32,F,0,High School,Divorced,Unknown,Blue,25,5,0.8320000000000001,0.8220000000000001,0.095,2.0833333333333335,59.81707317073171,0.905037495924356,0.09496250407564395,0.08333333333333333,0.25
Existing Customer,50,M,2,Post-Graduate,Married,$80K - $120K,Blue,42,6,0.7909999999999999,0.745,0.129,3.5,56.25609756097561,0.8707586346601843,0.12924136533981567,0.08333333333333333,0.08333333333333333
Existing Customer,46,F,3,Graduate,Single,Less than $40K,Blue,38,5,0.7040000000000001,0.755,0.878,3.1666666666666665,63.83720930232558,0.12154340836012861,0.8784565916398713,0.25,0.08333333333333333
Attrited Customer,52,F,2,Graduate,Married,Less than $40K,Blue,36,5,0.645,0.647,0.0,3.0,42.142857142857146,1.0,0.0,0.3333333333333333,0.25
Existing Customer,38,M,0,Unknown,Married,$60K - $80K,Blue,26,5,0.6920000000000001,0.865,0.3989999999999999,2.1666666666666665,67.6231884057971,0.6006825938566553,0.3993174061433447,0.08333333333333333,0.16666666666666666
Existing Customer,44,F,3,High School,Single,Less than $40K,Blue,33,3,0.664,0.642,0.37,2.75,44.264367816091955,0.6299888101454681,0.3700111898545319,0.25,0.25
Existing Customer,43,F,1,Graduate,Unknown,Less than $40K,Blue,32,4,0.868,0.927,0.772,2.6666666666666665,71.55696202531645,0.22791712104689205,0.772082878953108,0.25,0.3333333333333333
Existing Customer,52,F,3,Graduate,Married,Less than $40K,Blue,47,4,0.74,0.7440000000000001,0.341,3.9166666666666665,66.94666666666667,0.6589057043073341,0.3410942956926659,0.16666666666666666,0.3333333333333333
Existing Customer,47,M,5,Graduate,Single,$60K - $80K,Blue,36,6,0.7959999999999999,0.972,0.465,3.0,64.1830985915493,0.5354649026093348,0.4645350973906652,0.16666666666666666,0.25
Existing Customer,50,F,3,Graduate,Married,Less than $40K,Blue,40,3,0.6920000000000001,1.474,0.706,3.3333333333333335,83.25531914893617,0.294017094017094,0.705982905982906,0.16666666666666666,0.16666666666666666
Attrited Customer,44,F,5,Graduate,Unknown,Less than $40K,Blue,39,6,0.7490000000000001,0.444,0.0,3.25,67.84615384615384,1.0,0.0,0.16666666666666666,0.25
Attrited Customer,49,F,2,Graduate,Married,Less than $40K,Blue,39,3,0.942,0.897,0.0,3.25,43.527272727272724,1.0,0.0,0.08333333333333333,0.25
Existing Customer,46,M,2,High School,Single,$120K +,Blue,36,3,0.552,0.528,0.114,3.0,66.74545454545455,0.8860087685562649,0.1139912314437351,0.25,0.08333333333333333
Attrited Customer,36,F,3,Uneducated,Single,Less than $40K,Blue,22,3,0.525,0.6759999999999999,0.8540000000000001,1.8333333333333333,35.45614035087719,0.14583333333333334,0.8541666666666666,0.08333333333333333,0.25
Attrited Customer,50,M,1,Post-Graduate,Single,$60K - $80K,Blue,36,4,0.7340000000000001,0.519,0.0,3.0,54.0,1.0,0.0,0.16666666666666666,0.25
Existing Customer,41,F,3,High School,Unknown,Less than $40K,Blue,36,5,0.828,1.0,0.52,3.0,75.61666666666666,0.48044991965720407,0.5195500803427959,0.0,0.16666666666666666
Attrited Customer,50,F,0,Doctorate,Single,Less than $40K,Blue,38,4,0.924,0.5770000000000001,0.907,3.1666666666666665,61.609756097560975,0.09325626204238921,0.9067437379576108,0.25,0.25
Existing Customer,46,F,2,College,Divorced,Less than $40K,Blue,36,4,0.906,0.833,0.0,3.0,55.98701298701299,1.0,0.0,0.08333333333333333,0.25
Existing Customer,46,F,2,Graduate,Married,Less than $40K,Blue,40,6,0.6859999999999999,0.826,0.6940000000000001,3.3333333333333335,52.5,0.30601415094339623,0.6939858490566038,0.16666666666666666,0.08333333333333333
Attrited Customer,46,F,1,Graduate,Married,Unknown,Blue,24,3,0.494,0.9,0.585,2.0,35.80701754385965,0.414996288047513,0.585003711952487,0.16666666666666666,0.25
Attrited Customer,51,F,4,High School,Married,Less than $40K,Blue,41,3,0.813,0.441,0.337,3.4166666666666665,52.734693877551024,0.6632031529917592,0.33679684700824075,0.3333333333333333,0.25
